TEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,TOR,ORB,FTR,2P_O,3P_O,YEAR,OVER_.500
Cincinnati,36.0,A,A,B,A,A,B,A,B,A,A,2017.0,TRUE
Cincinnati,36.0,A,A,B,A,A,B,A,A,A,A,2018.0,TRUE
Houston,35.0,A,A,B,A,A,B,A,B,A,A,2018.0,TRUE
UCF,33.0,A,A,B,A,A,B,B,A,A,A,2019.0,TRUE
Iowa,34.0,A,A,B,A,B,B,A,A,B,B,2015.0,TRUE
Maryland,35.0,A,A,B,A,A,A,B,A,B,A,2015.0,TRUE
Ohio St.,35.0,A,A,B,A,A,B,A,B,A,A,2015.0,TRUE
Iowa,33.0,A,A,B,A,A,B,A,B,B,A,2016.0,TRUE
Michigan St.,35.0,A,A,B,A,A,A,B,B,A,A,2017.0,TRUE
Northwestern,36.0,A,A,B,A,B,B,A,B,B,B,2017.0,TRUE
Michigan St.,35.0,A,A,B,A,A,A,A,B,A,A,2018.0,TRUE
Ohio St.,34.0,A,A,B,A,A,B,A,B,A,A,2018.0,TRUE
Iowa,35.0,A,A,B,A,A,B,B,A,A,A,2019.0,TRUE
Maryland,34.0,A,A,B,A,A,A,A,B,A,A,2019.0,TRUE
Minnesota,36.0,A,A,B,A,B,B,A,A,B,B,2019.0,TRUE
Ohio St.,35.0,A,A,B,A,A,B,B,B,A,B,2019.0,TRUE
Kansas,36.0,A,A,B,A,B,A,A,A,B,A,2015.0,TRUE
Iowa St.,35.0,A,A,B,A,A,B,B,B,A,A,2017.0,TRUE
Baylor,34.0,A,A,B,A,A,A,A,B,A,B,2019.0,TRUE
Kansas,36.0,A,A,B,A,A,A,A,B,A,A,2019.0,TRUE
Oklahoma,34.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Butler,34.0,A,A,B,A,B,B,A,A,B,A,2015.0,TRUE
Georgetown,33.0,A,A,B,A,A,A,A,A,A,A,2015.0,TRUE
Villanova,36.0,A,A,B,A,A,B,A,A,A,A,2015.0,TRUE
Butler,33.0,A,A,B,A,A,B,A,A,A,A,2016.0,TRUE
Providence,35.0,A,A,B,A,B,B,A,A,B,B,2016.0,TRUE
Xavier,34.0,A,A,B,A,A,B,A,A,A,A,2016.0,TRUE
Villanova,36.0,A,A,B,A,A,B,A,B,A,A,2017.0,TRUE
Butler,35.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
Seton Hall,34.0,A,A,B,A,A,B,A,B,A,A,2018.0,TRUE
Xavier,35.0,A,A,B,A,A,B,A,A,A,A,2018.0,TRUE
Villanova,36.0,A,A,B,A,A,B,A,B,A,A,2019.0,TRUE
Liberty,33.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Hawaii,32.0,A,A,B,A,A,B,A,A,A,B,2016.0,TRUE
UC Irvine,36.0,A,A,B,A,A,B,A,B,A,A,2019.0,TRUE
UAB,35.0,A,B,B,A,B,A,A,B,B,B,2015.0,TRUE
Middle Tennessee,33.0,A,A,B,A,A,B,B,B,B,A,2016.0,TRUE
Middle Tennessee,35.0,A,A,B,A,A,B,A,B,A,A,2017.0,TRUE
Marshall,35.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
Yale,29.0,A,A,B,A,A,A,A,A,A,A,2016.0,TRUE
Buffalo,35.0,A,A,B,A,A,B,A,B,A,A,2018.0,TRUE
Buffalo,35.0,A,A,B,A,A,B,A,B,A,B,2019.0,TRUE
Northern Iowa,35.0,A,A,B,A,A,B,B,A,A,A,2015.0,TRUE
Northern Iowa,35.0,A,A,B,A,A,B,B,B,A,A,2016.0,TRUE
Wichita St.,34.0,A,A,B,A,B,B,A,A,A,B,2016.0,TRUE
Wichita St.,35.0,A,A,B,A,A,B,A,A,A,A,2017.0,TRUE
San Diego St.,35.0,A,B,B,A,B,B,A,A,B,B,2015.0,TRUE
Murray St.,31.0,A,A,B,A,A,B,A,B,A,A,2019.0,TRUE
Oregon,35.0,A,A,B,A,A,B,A,B,A,A,2015.0,TRUE
Utah,35.0,A,A,B,A,A,B,B,A,A,A,2016.0,TRUE
USC,36.0,A,A,B,A,A,B,A,A,A,A,2017.0,TRUE
Washington,36.0,A,A,B,A,A,A,B,B,A,A,2019.0,TRUE
Georgia St.,34.0,A,A,B,A,A,B,A,A,A,B,2015.0,TRUE
Arkansas Little Rock,33.0,A,A,B,A,A,B,B,B,A,A,2016.0,TRUE
Wofford,32.0,A,A,B,A,A,B,A,B,A,A,2019.0,TRUE
Arkansas,36.0,A,A,B,A,A,B,A,A,B,A,2015.0,TRUE
Kentucky,36.0,A,A,B,A,A,B,A,A,A,A,2016.0,TRUE
Arkansas,36.0,A,A,B,A,A,B,A,A,A,A,2017.0,TRUE
Alabama,36.0,A,A,B,A,A,A,B,A,A,B,2018.0,TRUE
Auburn,34.0,A,A,B,A,A,B,A,A,B,A,2018.0,TRUE
Florida,34.0,A,A,B,A,A,B,B,B,B,A,2018.0,TRUE
Tennessee,35.0,A,A,B,A,A,B,A,B,B,A,2018.0,TRUE
Florida,36.0,A,A,B,A,B,B,A,B,A,B,2019.0,TRUE
Stephen F. Austin,30.0,A,A,B,A,A,B,A,B,A,A,2016.0,TRUE
Saint Mary's,34.0,A,A,B,A,A,B,A,B,A,A,2017.0,TRUE
Wichita St.,35.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Kansas,35.0,A,A,B,A,A,A,A,A,A,B,2014.0,TRUE
Villanova,34.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Creighton,35.0,A,A,B,A,A,B,B,B,A,A,2014.0,TRUE
Syracuse,34.0,A,A,B,A,B,B,A,A,B,B,2014.0,TRUE
Saint Louis,33.0,A,A,B,A,B,B,B,A,A,B,2014.0,TRUE
North Carolina,34.0,A,A,B,A,A,B,A,A,A,B,2014.0,TRUE
Oregon,34.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Texas,35.0,A,A,B,A,B,B,A,A,B,B,2014.0,TRUE
Gonzaga,35.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Memphis,33.0,A,A,B,A,A,B,A,A,A,B,2014.0,TRUE
Pittsburgh,36.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Harvard,31.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
North Dakota St.,30.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Stephen F. Austin,33.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Mercer,33.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Gonzaga,34.0,A,A,B,A,A,B,A,A,A,A,2013.0,TRUE
Saint Louis,35.0,A,A,B,A,A,B,B,A,A,B,2013.0,TRUE
VCU,36.0,A,A,B,A,A,B,A,B,A,A,2013.0,TRUE
Butler,35.0,A,A,B,A,A,A,A,A,A,B,2013.0,TRUE
Memphis,36.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
San Diego St.,32.0,A,A,B,A,B,B,A,B,B,B,2013.0,TRUE
Illinois,34.0,A,A,B,A,B,B,A,B,B,B,2013.0,TRUE
Creighton,36.0,A,A,B,A,A,A,B,B,A,A,2013.0,TRUE
Colorado St.,33.0,A,A,B,A,B,B,A,A,B,B,2013.0,TRUE
North Carolina,35.0,A,A,B,A,B,B,A,B,B,A,2013.0,TRUE
Temple,34.0,A,A,B,A,B,B,A,B,B,B,2013.0,TRUE
Iowa St.,35.0,A,A,B,A,A,B,A,B,A,A,2013.0,TRUE
Minnesota,34.0,A,A,B,A,B,A,A,A,B,B,2013.0,TRUE
California,33.0,A,A,B,A,B,A,A,B,B,B,2013.0,TRUE
Mississippi,36.0,A,A,B,A,B,B,A,A,A,B,2013.0,TRUE
Harvard,29.0,A,A,B,A,A,A,B,A,A,A,2013.0,TRUE
Davidson,31.0,A,A,B,A,A,B,B,B,A,A,2015.0,TRUE
VCU,36.0,A,A,B,A,B,B,A,A,B,B,2015.0,TRUE
Dayton,33.0,A,A,B,A,A,B,B,A,A,B,2016.0,TRUE
Dayton,31.0,A,A,B,A,A,B,B,A,A,A,2017.0,TRUE
VCU,35.0,A,A,B,A,A,B,A,A,A,B,2017.0,TRUE
Davidson,33.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
St. Bonaventure,34.0,A,A,B,A,A,B,B,A,B,A,2018.0,TRUE
Saint Louis,36.0,A,B,B,A,B,A,A,A,B,B,2019.0,TRUE
VCU,33.0,A,A,B,A,A,A,A,B,A,B,2019.0,TRUE
Pittsburgh,32.0,A,A,B,A,A,B,A,A,A,A,2016.0,TRUE
Miami FL,33.0,A,A,B,A,A,A,A,B,A,A,2017.0,TRUE
Virginia Tech,33.0,A,A,B,A,A,B,B,A,A,A,2017.0,TRUE
Miami FL,32.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
North Carolina St.,33.0,A,A,B,A,A,B,A,B,A,A,2018.0,TRUE
Virginia,34.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
Virginia Tech,33.0,A,A,B,A,A,B,B,A,A,A,2018.0,TRUE
Louisville,34.0,A,A,B,A,A,B,B,B,A,B,2019.0,TRUE
Syracuse,34.0,A,A,B,A,B,B,A,A,A,B,2019.0,TRUE
Albany,33.0,A,A,B,A,A,A,A,A,B,A,2015.0,TRUE
Stony Brook,31.0,A,A,B,A,A,B,A,B,A,A,2016.0,TRUE
Vermont,34.0,A,A,B,A,A,B,B,B,A,A,2017.0,TRUE
Vermont,33.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
SMU,33.0,A,A,B,A,A,A,A,A,A,A,2015.0,TRUE
Cincinnati,33.0,A,A,B,A,B,B,A,B,B,A,2016.0,TRUE
Temple,33.0,A,A,B,A,B,B,B,B,B,B,2016.0,TRUE
SMU,35.0,A,A,B,A,A,B,A,A,A,A,2017.0,TRUE
Wichita St.,33.0,A,A,B,A,A,B,A,B,A,A,2018.0,TRUE
Cincinnati,35.0,A,A,B,A,B,B,A,A,B,A,2019.0,TRUE
Florida Gulf Coast,31.0,A,B,B,A,A,B,A,A,A,B,2016.0,TRUE
Florida Gulf Coast,31.0,A,A,A,A,A,B,A,B,A,B,2017.0,TRUE
Lipscomb,30.0,A,B,B,A,A,A,B,A,A,B,2018.0,TRUE
Indiana,34.0,A,A,B,A,A,B,A,B,A,A,2015.0,TRUE
Purdue,34.0,A,A,B,A,A,A,A,A,A,B,2015.0,TRUE
Michigan,35.0,A,A,B,A,A,B,B,B,A,A,2016.0,TRUE
Michigan St.,35.0,A,A,B,A,A,B,A,B,A,A,2016.0,TRUE
Purdue,35.0,A,A,B,A,A,B,A,B,A,A,2016.0,TRUE
Maryland,32.0,A,A,B,A,A,A,A,A,A,A,2017.0,TRUE
Minnesota,34.0,A,A,B,A,B,B,B,A,B,B,2017.0,TRUE
Wisconsin,34.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Baylor,33.0,A,A,B,A,B,A,A,A,B,A,2015.0,TRUE
Iowa St.,34.0,A,A,B,A,A,B,B,A,A,A,2015.0,TRUE
Oklahoma St.,31.0,A,A,B,A,A,B,B,A,A,A,2015.0,TRUE
Texas,34.0,A,A,B,A,B,A,A,A,B,B,2015.0,TRUE
Baylor,33.0,A,A,B,A,A,B,A,A,A,A,2016.0,TRUE
Texas,33.0,A,A,B,A,B,B,A,A,B,B,2016.0,TRUE
Texas Tech,32.0,A,A,B,A,A,B,A,A,A,A,2016.0,TRUE
West Virginia,35.0,A,A,B,A,B,A,A,A,A,B,2016.0,TRUE
Kansas St.,35.0,A,A,B,A,A,A,B,A,A,A,2017.0,TRUE
Oklahoma St.,32.0,A,A,B,A,A,B,A,A,A,A,2017.0,TRUE
Oklahoma,32.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
TCU,33.0,A,A,B,A,A,B,A,B,A,A,2018.0,TRUE
Texas,34.0,A,A,B,A,A,B,B,B,A,B,2018.0,TRUE
Iowa St.,35.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Kansas St.,34.0,A,A,B,A,B,B,B,B,A,B,2019.0,TRUE
Providence,34.0,A,A,B,A,B,B,A,A,A,B,2015.0,TRUE
St. John's,32.0,A,A,B,A,B,B,B,B,B,A,2015.0,TRUE
Seton Hall,34.0,A,A,B,A,B,A,A,A,B,A,2016.0,TRUE
Creighton,34.0,A,A,B,A,A,B,B,B,A,A,2017.0,TRUE
Marquette,32.0,A,A,B,A,A,B,B,B,A,A,2017.0,TRUE
Seton Hall,33.0,A,A,B,A,A,A,A,A,A,B,2017.0,TRUE
Creighton,32.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
Providence,35.0,A,A,B,A,B,B,B,A,A,B,2018.0,TRUE
Marquette,34.0,A,A,B,A,A,A,B,B,A,A,2019.0,TRUE
Seton Hall,34.0,A,A,B,A,A,B,B,B,A,B,2019.0,TRUE
Eastern Washington,32.0,A,A,A,A,A,B,B,B,A,A,2015.0,TRUE
Weber St.,32.0,A,B,B,A,A,A,B,A,A,A,2016.0,TRUE
North Dakota,29.0,A,B,B,A,A,B,B,A,A,A,2017.0,TRUE
Montana,32.0,A,A,B,A,A,B,A,A,A,B,2018.0,TRUE
Montana,33.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Coastal Carolina,30.0,A,A,B,A,A,B,A,A,B,A,2015.0,TRUE
UNC Asheville,32.0,A,B,B,A,B,B,A,A,A,B,2016.0,TRUE
Winthrop,31.0,A,A,B,A,A,B,B,A,A,A,2017.0,TRUE
Radford,34.0,A,B,B,B,B,B,A,B,B,A,2018.0,TRUE
Gardner Webb,32.0,A,A,A,B,A,B,B,A,A,A,2019.0,TRUE
UC Irvine,32.0,A,A,B,A,A,B,A,B,B,A,2015.0,TRUE
UC Davis,34.0,A,B,B,B,B,A,B,A,B,A,2017.0,TRUE
Cal St. Fullerton,30.0,A,B,B,B,A,A,B,A,A,B,2018.0,TRUE
Northeastern,35.0,A,A,B,A,A,A,A,A,A,A,2015.0,TRUE
UNC Wilmington,31.0,A,A,B,A,A,B,A,B,A,B,2016.0,TRUE
UNC Wilmington,33.0,A,A,A,A,A,B,A,B,A,A,2017.0,TRUE
College of Charleston,32.0,A,A,A,A,A,B,B,A,A,A,2018.0,TRUE
Northeastern,34.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Old Dominion,35.0,A,B,B,A,B,B,A,B,B,A,2019.0,TRUE
Valparaiso,31.0,A,A,B,A,A,A,A,A,B,A,2015.0,TRUE
Green Bay,34.0,A,A,A,A,B,B,A,A,B,A,2016.0,TRUE
Northern Kentucky,33.0,A,A,A,A,A,A,A,A,A,A,2017.0,TRUE
Wright St.,33.0,A,B,B,A,B,B,B,B,B,B,2018.0,TRUE
Northern Kentucky,33.0,A,A,B,A,A,B,A,B,A,A,2019.0,TRUE
Harvard,28.0,A,B,B,A,B,B,A,A,B,B,2015.0,TRUE
Princeton,29.0,A,A,B,A,A,B,B,B,A,A,2017.0,TRUE
Penn,32.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
Yale,29.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Iona,33.0,A,A,B,A,A,B,B,B,A,A,2016.0,TRUE
Iona,35.0,A,A,A,A,A,B,B,B,A,A,2017.0,TRUE
Iona,34.0,A,A,A,A,A,B,B,B,A,A,2018.0,TRUE
Iona,33.0,A,A,A,B,A,B,B,A,A,A,2019.0,TRUE
Buffalo,33.0,A,A,B,A,B,B,A,A,B,B,2015.0,TRUE
Buffalo,34.0,A,A,B,A,B,A,A,A,A,B,2016.0,TRUE
Kent St.,35.0,A,A,B,A,B,B,A,B,B,B,2017.0,TRUE
Hampton,35.0,A,B,B,B,B,A,A,A,B,B,2015.0,FALSE
Hampton,31.0,A,B,A,B,B,B,A,A,B,B,2016.0,TRUE
Bradley,34.0,A,B,B,A,B,A,B,A,B,A,2019.0,TRUE
Wyoming,33.0,A,B,B,A,A,A,B,A,A,B,2015.0,TRUE
Fresno St.,33.0,A,A,B,A,B,B,A,A,B,B,2016.0,TRUE
Nevada,35.0,A,A,B,A,A,B,A,A,A,A,2017.0,TRUE
San Diego St.,32.0,A,A,B,A,A,B,A,B,A,B,2018.0,TRUE
Nevada,34.0,A,A,B,A,A,B,B,A,A,A,2019.0,TRUE
Utah St.,34.0,A,A,B,A,A,B,A,A,A,A,2019.0,TRUE
Robert Morris,35.0,A,B,B,B,A,A,A,B,B,A,2015.0,TRUE
Mount St. Mary's,36.0,A,B,B,B,A,A,B,B,A,A,2017.0,TRUE
Fairleigh Dickinson,33.0,A,A,A,B,A,A,B,B,A,A,2019.0,TRUE
Belmont,32.0,A,A,A,A,A,A,B,B,A,A,2015.0,TRUE
Austin Peay,34.0,B,A,A,B,A,A,A,A,A,A,2016.0,FALSE
Jacksonville St.,33.0,A,A,A,A,A,A,A,B,A,A,2017.0,TRUE
Murray St.,30.0,A,A,B,A,A,B,A,A,A,A,2018.0,TRUE
Belmont,32.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Arizona,34.0,A,A,B,A,A,B,A,A,A,A,2016.0,TRUE
California,34.0,A,A,B,A,A,B,A,A,A,A,2016.0,TRUE
Colorado,33.0,A,A,B,A,B,A,A,A,B,A,2016.0,TRUE
Oregon St.,31.0,A,A,B,A,B,B,B,A,B,A,2016.0,TRUE
USC,34.0,A,A,B,A,A,B,A,B,A,A,2016.0,TRUE
Arizona,35.0,A,A,B,A,A,B,A,A,A,A,2018.0,TRUE
Arizona St.,34.0,A,A,B,A,A,B,A,A,A,B,2019.0,TRUE
Lafayette,32.0,A,A,A,B,A,B,B,B,A,A,2015.0,TRUE
Holy Cross,35.0,B,B,A,B,B,B,B,A,B,B,2016.0,FALSE
Bucknell,35.0,A,A,B,A,A,A,B,A,A,A,2017.0,TRUE
Bucknell,35.0,A,A,B,A,A,B,B,A,A,A,2018.0,TRUE
Colgate,34.0,A,A,A,A,A,A,A,B,A,A,2019.0,TRUE
Troy,35.0,A,A,A,A,A,B,A,A,A,A,2017.0,TRUE
Georgia St.,33.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
Georgia St.,33.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Wofford,33.0,A,B,B,A,A,B,B,A,A,A,2015.0,TRUE
Chattanooga,33.0,A,A,B,A,A,B,A,A,A,A,2016.0,TRUE
East Tennessee St.,33.0,A,A,B,A,A,A,A,A,A,A,2017.0,TRUE
UNC Greensboro,32.0,A,A,B,A,A,A,A,B,A,A,2018.0,TRUE
Georgia,33.0,A,A,B,A,B,A,A,A,B,B,2015.0,TRUE
LSU,33.0,A,A,B,A,A,A,A,B,A,B,2015.0,TRUE
Mississippi,34.0,A,A,B,A,B,B,A,A,B,B,2015.0,TRUE
Vanderbilt,35.0,A,A,B,A,A,B,B,B,B,A,2017.0,TRUE
Arkansas,35.0,A,A,B,A,A,B,B,A,A,A,2018.0,TRUE
Missouri,32.0,A,A,B,A,A,A,A,A,A,A,2018.0,TRUE
Mississippi,33.0,A,A,B,A,A,B,A,B,A,A,2019.0,TRUE
Mississippi St.,34.0,A,A,B,A,A,A,A,B,A,A,2019.0,TRUE
Stephen F. Austin,31.0,A,A,B,A,A,A,A,A,A,A,2015.0,TRUE
Stephen F. Austin,31.0,A,A,B,A,A,A,A,A,A,A,2018.0,TRUE
Abilene Christian,30.0,A,B,B,A,A,B,B,B,A,A,2019.0,TRUE
North Dakota St.,31.0,A,B,B,A,B,B,B,B,B,A,2015.0,TRUE
South Dakota St.,32.0,A,A,B,A,A,B,A,A,A,A,2016.0,TRUE
South Dakota St.,33.0,A,A,A,B,A,B,B,A,A,A,2017.0,TRUE
South Dakota St.,31.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
North Dakota St.,33.0,A,A,A,B,A,B,B,B,A,A,2019.0,TRUE
Texas Southern,35.0,A,B,A,B,B,A,A,A,A,B,2015.0,TRUE
Texas Southern,35.0,A,B,A,B,B,B,A,A,A,B,2017.0,TRUE
Texas Southern,36.0,B,A,A,B,A,B,B,A,B,A,2018.0,FALSE
New Mexico St.,32.0,A,A,B,A,A,A,A,A,A,A,2015.0,TRUE
Cal St. Bakersfield,30.0,A,A,B,A,B,B,A,A,B,B,2016.0,TRUE
New Mexico St.,31.0,A,A,B,A,A,A,A,A,A,B,2017.0,TRUE
New Mexico St.,31.0,A,A,B,A,A,B,A,B,A,B,2018.0,TRUE
New Mexico St.,33.0,A,A,B,A,A,B,A,B,A,B,2019.0,TRUE
Saint Mary's,34.0,A,A,B,A,A,B,A,B,A,A,2019.0,TRUE
Duke,35.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Cincinnati,34.0,A,A,B,A,B,B,A,A,B,B,2014.0,TRUE
Oklahoma,33.0,A,A,B,A,A,B,A,A,B,A,2014.0,TRUE
VCU,35.0,A,A,B,A,B,B,A,B,B,A,2014.0,TRUE
Massachusetts,33.0,A,A,B,A,A,A,A,A,A,A,2014.0,TRUE
Ohio St.,35.0,A,A,B,A,A,B,B,A,A,B,2014.0,TRUE
New Mexico,34.0,A,A,B,A,A,B,A,A,A,B,2014.0,TRUE
Colorado,35.0,A,A,B,A,B,A,A,A,B,B,2014.0,TRUE
Kansas St.,33.0,A,A,B,A,B,B,A,A,B,B,2014.0,TRUE
Oklahoma St.,34.0,A,A,B,A,A,B,B,A,A,A,2014.0,TRUE
Arizona St.,33.0,A,A,B,A,A,B,B,A,B,A,2014.0,TRUE
BYU,34.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Saint Joseph's,34.0,A,A,B,A,A,B,B,A,A,A,2014.0,TRUE
George Washington,33.0,A,A,B,A,A,A,A,A,A,A,2014.0,TRUE
Nebraska,32.0,A,A,B,A,B,B,B,A,B,B,2014.0,TRUE
Providence,35.0,A,A,B,A,B,B,A,A,B,A,2014.0,TRUE
North Carolina St.,36.0,A,A,B,A,A,B,A,A,A,B,2014.0,TRUE
Delaware,35.0,A,A,A,A,A,B,B,A,A,A,2014.0,TRUE
Manhattan,33.0,A,A,B,A,A,A,A,A,B,A,2014.0,TRUE
New Mexico St.,35.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Tulsa,34.0,A,A,B,A,B,B,A,A,A,B,2014.0,TRUE
Louisiana Lafayette,32.0,A,A,A,A,A,A,A,A,A,A,2014.0,TRUE
North Carolina Central,32.0,A,A,B,A,A,B,A,A,A,B,2014.0,TRUE
Western Michigan,32.0,A,A,B,A,A,A,A,A,A,B,2014.0,TRUE
American,33.0,A,B,B,A,A,A,B,B,A,A,2014.0,TRUE
Eastern Kentucky,32.0,A,A,A,A,A,B,B,A,A,A,2014.0,TRUE
Milwaukee,34.0,A,A,A,A,B,A,B,A,A,B,2014.0,TRUE
Wofford,30.0,A,B,B,B,B,B,A,B,B,A,2014.0,TRUE
Albany,34.0,A,B,B,B,B,A,A,A,B,A,2014.0,TRUE
Cal Poly,32.0,B,B,A,B,B,B,A,B,B,B,2014.0,FALSE
Coastal Carolina,31.0,A,B,B,B,B,A,A,A,B,B,2014.0,TRUE
Weber St.,29.0,A,A,A,B,A,A,B,A,A,A,2014.0,TRUE
Georgetown,32.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
New Mexico,35.0,A,A,B,A,B,B,B,A,B,A,2013.0,TRUE
Kansas St.,34.0,A,A,B,A,B,B,A,B,B,A,2013.0,TRUE
Wisconsin,35.0,A,A,B,A,B,B,A,B,B,B,2013.0,TRUE
Oklahoma St.,33.0,A,A,B,A,B,B,A,A,A,B,2013.0,TRUE
UNLV,34.0,A,A,B,A,B,A,A,A,A,B,2013.0,TRUE
UCLA,35.0,A,A,B,A,B,B,A,B,A,B,2013.0,TRUE
Notre Dame,35.0,A,A,B,A,A,B,A,B,A,A,2013.0,TRUE
Pittsburgh,33.0,A,A,B,A,A,B,A,A,A,A,2013.0,TRUE
North Carolina St.,35.0,A,A,B,A,A,B,A,A,A,A,2013.0,TRUE
Villanova,33.0,A,A,B,A,B,A,A,A,B,B,2013.0,TRUE
Missouri,34.0,A,A,B,A,A,A,A,B,A,B,2013.0,TRUE
Oklahoma,32.0,A,A,B,A,B,B,A,B,B,B,2013.0,TRUE
Colorado,33.0,A,A,B,A,B,A,A,A,B,B,2013.0,TRUE
Cincinnati,34.0,A,A,B,A,B,A,A,B,B,B,2013.0,TRUE
Belmont,31.0,A,A,B,A,A,A,B,B,A,A,2013.0,TRUE
Bucknell,33.0,A,A,B,A,B,B,B,B,B,A,2013.0,TRUE
Saint Mary's,34.0,A,A,B,A,A,B,A,A,A,A,2013.0,TRUE
Akron,32.0,A,A,B,A,A,A,A,A,A,B,2013.0,TRUE
South Dakota St.,32.0,A,A,A,A,A,B,B,B,A,A,2013.0,TRUE
Montana,30.0,A,B,B,B,A,A,B,A,A,A,2013.0,TRUE
New Mexico St.,34.0,A,B,B,A,B,A,A,A,A,B,2013.0,TRUE
Northwestern St.,28.0,A,A,B,A,B,A,A,A,A,B,2013.0,TRUE
Davidson,33.0,A,A,B,A,A,B,B,A,A,A,2013.0,TRUE
Valparaiso,33.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
Pacific,33.0,A,A,B,A,A,B,B,A,B,A,2013.0,TRUE
Iona,34.0,A,A,A,A,A,B,A,B,A,A,2013.0,TRUE
Albany,35.0,A,B,B,A,B,A,A,A,B,A,2013.0,TRUE
Western Kentucky,35.0,A,B,B,B,B,A,A,A,B,B,2013.0,TRUE
North Carolina A&T,36.0,A,B,B,B,B,A,B,A,B,B,2013.0,TRUE
Southern,30.0,A,B,B,B,B,B,B,A,B,A,2013.0,TRUE
James Madison,36.0,A,B,B,B,B,B,B,A,B,B,2013.0,TRUE
Wake Forest,33.0,A,A,B,A,A,B,A,A,A,A,2017.0,TRUE
Tulsa,32.0,A,A,B,A,A,B,B,A,A,B,2016.0,TRUE
Temple,33.0,A,A,B,A,A,B,B,B,A,B,2019.0,TRUE
North Florida,32.0,A,A,A,A,A,B,B,A,A,A,2015.0,TRUE
Providence,33.0,A,A,B,A,A,B,B,A,A,A,2017.0,TRUE
St. John's,34.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Manhattan,33.0,A,B,B,A,B,A,A,A,B,B,2015.0,TRUE
North Carolina Central,31.0,A,B,B,A,A,B,A,B,A,B,2017.0,TRUE
North Carolina Central,32.0,A,B,A,B,A,A,A,B,A,B,2018.0,TRUE
North Carolina Central,31.0,A,B,A,B,A,A,A,B,A,B,2019.0,TRUE
Boise St.,32.0,A,A,B,A,A,B,B,B,A,A,2015.0,TRUE
Fairleigh Dickinson,32.0,A,B,A,B,A,B,B,B,A,A,2016.0,TRUE
LIU Brooklyn,34.0,A,B,A,B,A,A,B,A,A,A,2018.0,TRUE
Arizona St.,32.0,A,A,B,A,A,B,B,A,A,A,2018.0,TRUE
UCLA,33.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
Vanderbilt,33.0,A,A,B,A,A,B,B,A,A,A,2016.0,TRUE
New Orleans,29.0,A,B,B,B,A,A,A,A,A,B,2017.0,TRUE
Southern,32.0,A,B,A,B,B,B,B,A,B,B,2016.0,TRUE
Prairie View A&M,34.0,A,B,A,B,B,B,B,A,A,B,2019.0,TRUE
BYU,33.0,A,A,B,A,A,B,A,A,A,A,2015.0,TRUE
Iowa,33.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Xavier,34.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Mount St. Mary's,33.0,B,A,A,B,A,B,B,A,A,A,2014.0,FALSE
Texas Southern,33.0,A,A,A,B,A,A,A,A,A,A,2014.0,TRUE
Middle Tennessee,34.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
